Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency
8393,2024-02-23 07:37:40,West Bengal,Kolkata,Retail,SBI,DDoS,4,High,File Server,Palo Alto Cortex XDR,Database Administrator,36.54,336,273,1780304,1911,Backup Restored,Mitigated,NCIIPC
8394,2025-05-18 01:44:24,Telangana,Hyderabad,Telecommunications,Apollo Hospitals,Brute Force,6,High,HRMS,IBM QRadar,Network Engineer,35.29,447,296,9096868,5180,Patch Applied,Resolved,State Cyber Crime Cell
8395,2024-03-20 20:37:27,West Bengal,Siliguri,Healthcare,Infosys,Ransomware,6,High,ATM Network,IBM QRadar,Database Administrator,52.52,369,37,143366,5654,Network Isolation,Resolved,CERT-In
8396,2025-06-26 15:28:55,Maharashtra,Nagpur,Energy,TCS,SQL Injection,6,High,Database Server,Sophos Intercept X,Database Administrator,53.36,374,139,7230743,7598,Firewall Rules Updated,Mitigated,CERT-In
8397,2024-07-19 01:54:34,Maharashtra,Pune,Energy,Apollo Hospitals,Data Breach,2,Medium,File Server,Palo Alto Cortex XDR,System Administrator,35.24,662,54,8832220,6152,Network Isolation,Recovered,NCIIPC
8398,2025-03-31 02:35:44,Gujarat,Surat,Telecommunications,HDFC Bank,Zero-Day Exploit,6,High,File Server,Cisco Secure Endpoint,Network Engineer,64.52,188,180,8712581,120,Password Reset,Contained,CERT-In
8399,2025-04-15 03:27:38,Telangana,Nizamabad,Insurance,Airtel,Malware,1,Medium,Database Server,Splunk Enterprise Security,Security Analyst,47.92,410,267,2429291,8401,Backup Restored,Contained,State Cyber Crime Cell
8400,2025-06-20 19:58:38,Kerala,Kochi,Energy,Tech Mahindra,DDoS,5,High,VPN Gateway,Microsoft Sentinel,HR Executive,33.48,289,6,698483,7250,Network Isolation,Resolved,Internal SOC
8401,2025-10-30 23:32:13,Telangana,Karimnagar,Retail,NPCI,Data Breach,9,High,Cloud Infrastructure,Palo Alto Cortex XDR,HR Executive,50.68,514,168,4610169,2651,Password Reset,Contained,CERT-In
8402,2025-08-21 16:25:13,Tamil Nadu,Chennai,Healthcare,LIC,Ransomware,5,High,ATM Network,Splunk Enterprise Security,HR Executive,71.45,639,251,757505,8928,Threat Hunting,Ongoing Investigation,State Cyber Crime Cell
8403,2025-11-01 01:35:58,Andhra Pradesh,Vijayawada,Energy,NIC,Phishing,10,High,Payment Gateway,Sophos Intercept X,System Administrator,65.48,644,226,2821123,2102,MFA Enabled,Resolved,NCIIPC
8404,2024-03-12 13:01:36,Telangana,Hyderabad,IT Services,TCS,Malware,5,High,Database Server,Fortinet FortiGate,Network Engineer,74.84,708,82,2653282,8985,Backup Restored,Contained,Internal SOC
8405,2025-11-09 12:19:41,West Bengal,Kolkata,Telecommunications,Reliance Retail,Data Breach,9,High,Email Server,IBM QRadar,Security Analyst,47.91,35,68,313083,5787,Threat Hunting,Ongoing Investigation,Internal SOC
8406,2025-06-15 14:24:55,West Bengal,Siliguri,IT Services,LIC,Brute Force,8,High,File Server,Sophos Intercept X,Finance Manager,51.49,553,213,4228323,1872,Threat Hunting,Ongoing Investigation,Internal SOC
8407,2025-10-29 00:20:35,Gujarat,Ahmedabad,Education,NIC,Ransomware,6,High,Database Server,Fortinet FortiGate,HR Executive,6.77,176,194,5122366,9304,Patch Applied,Mitigated,NCIIPC
8408,2025-07-31 21:11:05,Kerala,Kochi,Retail,Airtel,DDoS,6,High,ATM Network,Microsoft Sentinel,Security Analyst,37.31,108,111,2244018,3734,Threat Hunting,Resolved,NCIIPC
8409,2024-08-18 22:40:25,Gujarat,Vadodara,Banking,BSNL,Credential Theft,9,High,Email Server,CrowdStrike Falcon,Security Analyst,40.25,400,262,5742912,8958,MFA Enabled,Ongoing Investigation,Internal SOC
8410,2024-05-20 10:51:36,Kerala,Kochi,Manufacturing,ICICI Bank,Malware,1,Medium,File Server,Splunk Enterprise Security,Network Engineer,55.49,227,46,6164098,7614,Backup Restored,Mitigated,CERT-In
8411,2025-01-20 03:34:04,Karnataka,Mangaluru,Education,Infosys,Malware,10,High,File Server,Palo Alto Cortex XDR,Employee,72.77,711,290,1713261,6008,Patch Applied,Mitigated,NCIIPC
8412,2024-11-05 04:18:40,Andhra Pradesh,Tirupati,Insurance,BSNL,DDoS,3,High,Payment Gateway,CrowdStrike Falcon,Network Engineer,23.1,342,152,9858094,5281,Patch Applied,Recovered,CERT-In
8413,2025-04-21 17:40:49,Karnataka,Bengaluru,Telecommunications,Tech Mahindra,Ransomware,2,High,ATM Network,Splunk Enterprise Security,Network Engineer,47.07,507,278,9210401,3248,MFA Enabled,Ongoing Investigation,NCIIPC
8414,2024-06-21 04:11:02,Gujarat,Ahmedabad,Healthcare,NIC,Business Email Compromise,8,High,VPN Gateway,SentinelOne,Employee,39.91,548,269,1894353,7823,Network Isolation,Mitigated,State Cyber Crime Cell
8415,2025-02-12 19:22:58,Kerala,Kochi,Healthcare,NPCI,Ransomware,7,High,Email Server,Cisco Secure Endpoint,Network Engineer,46.75,673,31,2716272,420,Patch Applied,Ongoing Investigation,CERT-In
8416,2024-10-29 18:55:24,Maharashtra,Nashik,Government,LIC,Insider Threat,1,Medium,ERP System,Sophos Intercept X,System Administrator,66.84,529,250,3938015,855,MFA Enabled,Recovered,NCIIPC
8417,2024-07-29 04:22:28,Telangana,Warangal,Insurance,NPCI,Business Email Compromise,1,Medium,ATM Network,Microsoft Defender XDR,Network Engineer,29.1,38,208,2928558,4475,Backup Restored,Recovered,NCIIPC
8418,2024-07-04 07:33:52,Telangana,Karimnagar,IT Services,BSNL,Ransomware,7,High,Database Server,SentinelOne,Database Administrator,52.95,17,288,8369435,9445,Threat Hunting,Mitigated,Internal SOC
8419,2025-01-30 10:50:54,Karnataka,Bengaluru,Banking,Wipro,DDoS,5,High,ATM Network,Sophos Intercept X,HR Executive,21.32,692,31,974791,7584,Patch Applied,Contained,NCIIPC
8420,2024-04-12 06:12:16,Delhi,New Delhi,Education,BSNL,Business Email Compromise,8,High,VPN Gateway,Microsoft Sentinel,Finance Manager,39.6,400,74,2208974,861,Threat Hunting,Resolved,NCIIPC
8421,2024-10-29 10:41:37,Telangana,Nizamabad,IT Services,Reliance Retail,Credential Theft,3,Medium,Web Application,Splunk Enterprise Security,Network Engineer,15.84,525,41,9752686,5704,Threat Hunting,Recovered,Internal SOC
8422,2024-02-23 14:38:43,Maharashtra,Pune,Energy,TCS,DDoS,5,High,ERP System,Fortinet FortiGate,System Administrator,24.62,583,99,4701528,985,Firewall Rules Updated,Contained,State Cyber Crime Cell
8423,2025-07-26 00:44:24,Maharashtra,Nashik,Retail,BSNL,Insider Threat,2,High,Cloud Infrastructure,Microsoft Defender XDR,Network Engineer,42.74,331,130,8178165,1333,Backup Restored,Resolved,Internal SOC
8424,2024-04-12 03:09:30,Odisha,Cuttack,Telecommunications,TCS,Zero-Day Exploit,8,High,Cloud Infrastructure,Microsoft Defender XDR,Database Administrator,14.24,200,178,7025404,6080,Threat Hunting,Contained,NCIIPC
8425,2024-09-07 21:23:22,Odisha,Cuttack,Insurance,Tech Mahindra,Business Email Compromise,9,High,ATM Network,Fortinet FortiGate,Security Analyst,6.51,211,82,7178824,7145,Network Isolation,Ongoing Investigation,NCIIPC
8426,2024-05-12 22:24:42,Odisha,Bhubaneswar,Manufacturing,Tech Mahindra,Business Email Compromise,10,High,HRMS,Microsoft Sentinel,Database Administrator,30.83,17,228,9769655,2591,Password Reset,Ongoing Investigation,State Cyber Crime Cell
8427,2024-07-21 17:42:07,Kerala,Kochi,Healthcare,ICICI Bank,XSS,10,High,File Server,Microsoft Defender XDR,HR Executive,22.42,373,120,9871511,71,Network Isolation,Resolved,CERT-In
8428,2024-01-11 22:51:23,Maharashtra,Pune,Manufacturing,ICICI Bank,Credential Theft,3,High,Cloud Infrastructure,Palo Alto Cortex XDR,Employee,20.53,205,161,607436,5208,MFA Enabled,Mitigated,CERT-In
8429,2025-05-20 17:14:56,Karnataka,Bengaluru,Energy,Airtel,Brute Force,6,High,Database Server,Splunk Enterprise Security,Finance Manager,41.57,549,294,2754859,3283,MFA Enabled,Contained,State Cyber Crime Cell
8430,2024-11-22 19:24:06,Gujarat,Ahmedabad,Energy,Apollo Hospitals,DDoS,3,Medium,Payment Gateway,Splunk Enterprise Security,Database Administrator,20.92,493,28,7965335,3551,Password Reset,Ongoing Investigation,CERT-In
8431,2024-02-08 05:20:51,Delhi,New Delhi,IT Services,SBI,Zero-Day Exploit,2,Low,File Server,Microsoft Defender XDR,Network Engineer,4.86,91,72,1589856,7493,Patch Applied,Contained,CERT-In
8432,2024-11-24 07:46:36,Tamil Nadu,Salem,Retail,ICICI Bank,Ransomware,4,High,Database Server,CrowdStrike Falcon,Security Analyst,11.47,466,201,7416040,7302,Network Isolation,Resolved,Internal SOC
8433,2024-01-28 12:53:42,Delhi,New Delhi,Insurance,Apollo Hospitals,DDoS,1,Medium,ERP System,Cisco Secure Endpoint,Network Engineer,50.84,591,93,6366341,1831,Threat Hunting,Resolved,State Cyber Crime Cell
8434,2025-12-19 02:31:50,Delhi,New Delhi,Healthcare,Wipro,Malware,6,High,Database Server,SentinelOne,Network Engineer,6.81,193,251,3786557,6781,Patch Applied,Recovered,State Cyber Crime Cell
8435,2025-01-13 23:40:02,West Bengal,Siliguri,Education,Reliance Retail,XSS,4,High,Cloud Infrastructure,Microsoft Sentinel,Security Analyst,56.26,131,177,9427516,7317,Password Reset,Resolved,State Cyber Crime Cell
8436,2025-09-08 15:27:21,Delhi,New Delhi,Insurance,NPCI,SQL Injection,5,High,Payment Gateway,Cisco Secure Endpoint,HR Executive,34.3,575,145,7650710,1394,Threat Hunting,Resolved,CERT-In
8437,2025-07-03 01:09:08,Odisha,Bhubaneswar,Education,Wipro,Ransomware,1,Medium,Database Server,Sophos Intercept X,Employee,62.23,445,272,2401229,2026,Threat Hunting,Resolved,CERT-In
8438,2025-04-12 09:41:18,Karnataka,Mysuru,Healthcare,SBI,Ransomware,1,Medium,Email Server,Sophos Intercept X,Database Administrator,55.62,616,110,4065681,2596,Network Isolation,Contained,CERT-In
8439,2025-07-09 14:16:20,Andhra Pradesh,Visakhapatnam,Telecommunications,NPCI,XSS,7,High,Cloud Infrastructure,Fortinet FortiGate,Network Engineer,0.9,528,38,6920298,1933,Backup Restored,Ongoing Investigation,Internal SOC
8440,2024-07-17 18:05:05,Tamil Nadu,Salem,Manufacturing,NPCI,Business Email Compromise,7,High,VPN Gateway,IBM QRadar,Network Engineer,74.86,170,47,4978254,285,Firewall Rules Updated,Ongoing Investigation,CERT-In
8441,2024-05-13 20:14:59,Karnataka,Mangaluru,Government,Reliance Retail,Zero-Day Exploit,1,Medium,Database Server,Fortinet FortiGate,Network Engineer,61.73,165,119,6409710,7430,Endpoint Isolation,Resolved,CERT-In
8442,2024-07-18 12:10:48,Karnataka,Hubballi,Insurance,LIC,XSS,2,Medium,Email Server,CrowdStrike Falcon,Employee,1.97,446,269,9443046,6557,Endpoint Isolation,Mitigated,State Cyber Crime Cell
8443,2024-09-03 12:21:56,Gujarat,Vadodara,Education,NIC,Business Email Compromise,7,High,ERP System,Fortinet FortiGate,Employee,70.77,244,146,6672004,6744,Password Reset,Resolved,Internal SOC
8444,2024-11-27 04:41:20,Odisha,Bhubaneswar,Manufacturing,Apollo Hospitals,Phishing,3,Medium,ERP System,SentinelOne,Security Analyst,41.96,626,34,7104564,6508,Endpoint Isolation,Contained,Internal SOC
8445,2024-06-20 21:29:25,Maharashtra,Nagpur,Healthcare,BSNL,XSS,1,Medium,File Server,CrowdStrike Falcon,Employee,12.19,526,212,573408,460,Password Reset,Contained,CERT-In
8446,2025-08-27 15:26:33,Gujarat,Vadodara,Government,Airtel,Data Breach,5,High,Email Server,Cisco Secure Endpoint,Network Engineer,65.46,294,74,2924458,3257,Endpoint Isolation,Recovered,State Cyber Crime Cell
8447,2025-10-11 17:55:22,Tamil Nadu,Madurai,Retail,Wipro,Business Email Compromise,8,High,ERP System,Sophos Intercept X,Employee,4.61,436,97,5022332,924,Patch Applied,Mitigated,NCIIPC
8448,2024-12-21 06:20:36,Delhi,New Delhi,Manufacturing,NIC,Brute Force,5,High,Web Application,Sophos Intercept X,Network Engineer,11.27,403,96,2645926,4426,Backup Restored,Recovered,NCIIPC
8449,2025-01-23 05:07:27,Delhi,New Delhi,Manufacturing,Apollo Hospitals,Phishing,8,High,Database Server,CrowdStrike Falcon,System Administrator,36.52,239,277,1267229,3557,Backup Restored,Contained,NCIIPC
8450,2025-11-09 11:28:03,Andhra Pradesh,Visakhapatnam,Retail,SBI,Ransomware,6,High,ERP System,IBM QRadar,Network Engineer,69.42,360,19,7631757,6381,MFA Enabled,Ongoing Investigation,CERT-In
8451,2025-12-30 21:59:16,Delhi,New Delhi,IT Services,HDFC Bank,Data Breach,10,High,HRMS,Sophos Intercept X,Finance Manager,49.22,392,88,1584327,7090,Patch Applied,Contained,Internal SOC
8452,2025-08-10 12:51:08,Maharashtra,Nashik,Insurance,Tech Mahindra,Ransomware,10,High,HRMS,Sophos Intercept X,Employee,63.76,15,265,7042267,851,Patch Applied,Resolved,State Cyber Crime Cell
8453,2025-02-17 19:36:53,Odisha,Bhubaneswar,IT Services,BSNL,Brute Force,3,High,Email Server,Microsoft Defender XDR,Network Engineer,64.82,710,196,8237923,82,Network Isolation,Contained,Internal SOC
8454,2024-06-06 22:35:12,Karnataka,Mangaluru,Manufacturing,HDFC Bank,Phishing,8,High,Web Application,IBM QRadar,Security Analyst,68.88,293,155,4073935,8680,MFA Enabled,Resolved,CERT-In
8455,2025-08-17 12:38:45,Tamil Nadu,Chennai,Banking,HDFC Bank,XSS,8,High,Cloud Infrastructure,Microsoft Defender XDR,Network Engineer,4.21,275,122,6814762,845,Threat Hunting,Mitigated,Internal SOC
8456,2024-12-19 15:50:59,Odisha,Bhubaneswar,Government,TCS,XSS,3,High,VPN Gateway,IBM QRadar,Security Analyst,48.99,171,195,2216378,396,Threat Hunting,Resolved,State Cyber Crime Cell
8457,2024-09-12 18:03:21,Telangana,Hyderabad,Energy,Apollo Hospitals,Data Breach,10,High,HRMS,Palo Alto Cortex XDR,Employee,16.76,568,10,2660385,7445,Firewall Rules Updated,Resolved,NCIIPC
8458,2025-07-29 06:17:11,Karnataka,Mysuru,Energy,Apollo Hospitals,Malware,1,Medium,Email Server,Microsoft Sentinel,System Administrator,12.79,189,117,4994838,1219,MFA Enabled,Mitigated,Internal SOC
8459,2025-05-10 18:10:52,Delhi,New Delhi,IT Services,Infosys,Brute Force,10,High,Web Application,Microsoft Sentinel,Network Engineer,35.92,445,104,487788,135,MFA Enabled,Mitigated,State Cyber Crime Cell
8460,2025-07-07 17:02:40,Tamil Nadu,Chennai,IT Services,SBI,Business Email Compromise,1,Medium,File Server,Palo Alto Cortex XDR,Database Administrator,46.1,56,286,8271164,2993,Firewall Rules Updated,Contained,NCIIPC
8461,2024-07-12 22:46:50,Kerala,Thiruvananthapuram,IT Services,BSNL,Malware,2,Medium,Email Server,Microsoft Defender XDR,Database Administrator,66.45,398,119,2205754,221,Password Reset,Resolved,State Cyber Crime Cell
8462,2025-02-01 11:14:46,Maharashtra,Pune,Manufacturing,NIC,Malware,4,High,Cloud Infrastructure,SentinelOne,Employee,24.15,458,300,2536545,8487,Backup Restored,Contained,State Cyber Crime Cell
8463,2025-03-31 07:13:29,Delhi,New Delhi,Government,HDFC Bank,Credential Theft,3,Medium,VPN Gateway,Splunk Enterprise Security,Employee,1.69,462,221,9141758,6770,Patch Applied,Resolved,NCIIPC
8464,2024-12-08 21:44:29,Maharashtra,Pune,Manufacturing,LIC,Zero-Day Exploit,5,High,Database Server,Microsoft Defender XDR,Security Analyst,14.53,253,112,543502,1162,MFA Enabled,Contained,CERT-In
8465,2024-09-22 08:13:44,Karnataka,Bengaluru,IT Services,HDFC Bank,Phishing,4,High,Email Server,Microsoft Sentinel,Finance Manager,43.96,322,74,7976603,4488,Firewall Rules Updated,Resolved,NCIIPC
8466,2024-12-22 18:02:14,Tamil Nadu,Coimbatore,Banking,LIC,XSS,1,Medium,HRMS,Splunk Enterprise Security,Employee,48.98,583,273,887989,170,Threat Hunting,Mitigated,CERT-In
8467,2024-10-14 11:04:47,Odisha,Bhubaneswar,Energy,Tech Mahindra,Ransomware,5,High,Email Server,Fortinet FortiGate,Database Administrator,19.1,201,98,821720,4841,Firewall Rules Updated,Contained,Internal SOC
8468,2025-08-10 02:28:29,Odisha,Bhubaneswar,Healthcare,Airtel,XSS,1,Low,Database Server,SentinelOne,HR Executive,74.88,76,23,2920602,894,Patch Applied,Recovered,Internal SOC
8469,2025-03-11 18:56:46,Karnataka,Mysuru,Retail,Wipro,Malware,4,High,ERP System,SentinelOne,HR Executive,33.38,468,16,8638254,4141,Firewall Rules Updated,Ongoing Investigation,State Cyber Crime Cell
8470,2024-01-25 16:13:56,West Bengal,Siliguri,Healthcare,NPCI,Data Breach,4,High,Database Server,Cisco Secure Endpoint,System Administrator,23.63,223,230,7275768,5704,Endpoint Isolation,Resolved,NCIIPC
8471,2025-11-20 10:45:05,Karnataka,Mangaluru,Healthcare,Infosys,Insider Threat,5,High,Web Application,Splunk Enterprise Security,HR Executive,10.5,293,125,9869029,1964,Password Reset,Recovered,State Cyber Crime Cell
8472,2025-12-17 21:46:58,Tamil Nadu,Chennai,Healthcare,Airtel,Ransomware,9,High,Payment Gateway,Cisco Secure Endpoint,Security Analyst,7.12,597,31,2952692,3152,Threat Hunting,Mitigated,NCIIPC
8473,2025-06-19 19:33:47,Karnataka,Mysuru,Government,Wipro,Insider Threat,4,Medium,Web Application,Splunk Enterprise Security,System Administrator,62.53,90,44,9157305,3073,Endpoint Isolation,Contained,NCIIPC
8474,2024-05-12 17:11:43,Odisha,Cuttack,Healthcare,LIC,Ransomware,3,Medium,Email Server,Microsoft Sentinel,Finance Manager,6.5,316,291,8959965,7645,Password Reset,Resolved,NCIIPC
8475,2025-03-02 16:36:16,Odisha,Bhubaneswar,IT Services,ICICI Bank,Zero-Day Exploit,6,High,File Server,Splunk Enterprise Security,HR Executive,6.74,588,217,5813054,4364,Network Isolation,Mitigated,NCIIPC
8476,2025-03-30 15:15:57,Telangana,Karimnagar,Healthcare,Tech Mahindra,Malware,6,High,ERP System,SentinelOne,System Administrator,64.29,124,179,9852680,5714,Firewall Rules Updated,Contained,State Cyber Crime Cell
8477,2025-02-28 10:46:33,Kerala,Kochi,Insurance,NPCI,Insider Threat,7,High,VPN Gateway,Sophos Intercept X,Finance Manager,55.74,103,60,2641384,3231,MFA Enabled,Recovered,CERT-In
8478,2025-10-27 00:42:14,Andhra Pradesh,Visakhapatnam,Energy,NPCI,Malware,4,High,ATM Network,IBM QRadar,Network Engineer,42.63,643,204,7070887,4762,MFA Enabled,Ongoing Investigation,Internal SOC
8479,2025-03-28 07:35:48,Gujarat,Ahmedabad,Banking,SBI,Insider Threat,10,High,Database Server,CrowdStrike Falcon,Finance Manager,26.51,313,16,1190578,3777,Network Isolation,Contained,Internal SOC
8480,2024-12-19 18:18:39,Telangana,Warangal,Retail,TCS,Ransomware,2,High,Web Application,SentinelOne,Employee,24.92,496,142,438701,9361,Firewall Rules Updated,Recovered,Internal SOC
8481,2025-04-24 00:25:39,West Bengal,Siliguri,Government,NPCI,Business Email Compromise,4,High,File Server,Cisco Secure Endpoint,Database Administrator,45.17,598,166,4119920,825,Endpoint Isolation,Resolved,State Cyber Crime Cell
8482,2025-06-01 09:30:21,Andhra Pradesh,Vijayawada,Banking,Infosys,Credential Theft,4,High,Cloud Infrastructure,Cisco Secure Endpoint,System Administrator,55.4,176,147,3210623,7396,Patch Applied,Ongoing Investigation,NCIIPC
8483,2025-04-16 16:25:04,Odisha,Bhubaneswar,Retail,HDFC Bank,Brute Force,3,High,Email Server,Cisco Secure Endpoint,System Administrator,14.72,384,257,3580096,2457,Threat Hunting,Ongoing Investigation,State Cyber Crime Cell
8484,2024-09-16 21:18:39,Kerala,Thiruvananthapuram,Healthcare,BSNL,SQL Injection,6,High,Email Server,Palo Alto Cortex XDR,Employee,72.08,586,236,2011135,439,Threat Hunting,Mitigated,CERT-In
8485,2024-07-06 07:08:46,Karnataka,Bengaluru,Government,Tech Mahindra,Credential Theft,5,High,ERP System,SentinelOne,Finance Manager,17.12,220,218,1829743,1618,Endpoint Isolation,Recovered,State Cyber Crime Cell
8486,2025-04-21 18:45:55,Karnataka,Hubballi,Insurance,BSNL,SQL Injection,7,High,Payment Gateway,Palo Alto Cortex XDR,Database Administrator,40.68,204,21,9583162,874,Backup Restored,Resolved,NCIIPC
8487,2025-02-13 04:12:42,Gujarat,Ahmedabad,Government,Reliance Retail,DDoS,7,High,HRMS,CrowdStrike Falcon,System Administrator,55.29,225,171,1846706,8034,Threat Hunting,Ongoing Investigation,NCIIPC
8488,2024-08-30 02:54:05,Maharashtra,Nagpur,Energy,Airtel,Malware,6,High,VPN Gateway,Microsoft Defender XDR,Security Analyst,25.98,417,236,8118414,1016,Password Reset,Resolved,State Cyber Crime Cell
8489,2025-09-02 15:48:35,West Bengal,Kolkata,Government,Tech Mahindra,Brute Force,4,High,Email Server,SentinelOne,Employee,68.78,414,42,1058347,1601,Threat Hunting,Recovered,NCIIPC
8490,2024-08-04 21:32:48,Telangana,Karimnagar,Energy,TCS,Credential Theft,5,High,ATM Network,Palo Alto Cortex XDR,System Administrator,25.85,184,256,8446223,5625,Network Isolation,Contained,CERT-In
8491,2025-07-27 13:04:10,Odisha,Bhubaneswar,IT Services,Wipro,Data Breach,9,High,VPN Gateway,Cisco Secure Endpoint,System Administrator,31.93,712,88,6755759,5184,Threat Hunting,Contained,State Cyber Crime Cell
8492,2024-12-02 05:27:34,West Bengal,Siliguri,Telecommunications,LIC,Credential Theft,6,High,VPN Gateway,SentinelOne,Security Analyst,41.66,363,104,9013509,5838,Patch Applied,Mitigated,NCIIPC
8493,2024-10-25 01:27:29,Karnataka,Bengaluru,Education,SBI,Ransomware,2,Medium,ERP System,CrowdStrike Falcon,Database Administrator,52.55,525,65,2209096,5769,Threat Hunting,Contained,State Cyber Crime Cell
8494,2025-06-21 10:24:17,Maharashtra,Pune,Telecommunications,SBI,Ransomware,9,High,ERP System,Fortinet FortiGate,Security Analyst,7.62,365,200,1515534,3274,Threat Hunting,Resolved,NCIIPC
8495,2024-07-30 17:57:48,Karnataka,Hubballi,Retail,NIC,Zero-Day Exploit,5,High,Database Server,Splunk Enterprise Security,Security Analyst,57.08,298,187,6260407,1863,Firewall Rules Updated,Resolved,State Cyber Crime Cell
8496,2025-11-18 23:57:50,Maharashtra,Nagpur,Manufacturing,TCS,Credential Theft,9,High,Cloud Infrastructure,IBM QRadar,System Administrator,18.66,672,53,2443593,4917,Endpoint Isolation,Mitigated,State Cyber Crime Cell
8497,2025-12-30 21:18:19,Delhi,New Delhi,Manufacturing,Apollo Hospitals,SQL Injection,1,Medium,VPN Gateway,SentinelOne,Security Analyst,74.31,704,19,262049,2124,Threat Hunting,Resolved,Internal SOC
8498,2025-01-08 05:09:20,Maharashtra,Pune,Manufacturing,SBI,SQL Injection,8,High,Database Server,Cisco Secure Endpoint,Database Administrator,11.31,402,133,6923176,9442,Backup Restored,Resolved,Internal SOC
8499,2024-06-08 08:47:19,West Bengal,Kolkata,Government,Infosys,Phishing,4,High,ERP System,Sophos Intercept X,Finance Manager,32.23,277,139,1028926,2798,Firewall Rules Updated,Ongoing Investigation,NCIIPC
8500,2025-10-13 23:36:33,Delhi,New Delhi,IT Services,NPCI,DDoS,5,High,ERP System,Fortinet FortiGate,Network Engineer,61.26,559,82,6116987,5502,Threat Hunting,Contained,NCIIPC
8501,2024-07-29 09:08:23,Delhi,New Delhi,Energy,Reliance Retail,Business Email Compromise,4,High,Payment Gateway,Fortinet FortiGate,Security Analyst,51.48,131,154,1993216,9848,Firewall Rules Updated,Contained,State Cyber Crime Cell
8502,2024-12-24 12:25:11,Andhra Pradesh,Kakinada,Education,TCS,SQL Injection,4,Medium,File Server,IBM QRadar,Security Analyst,6.68,317,89,9349729,3586,Threat Hunting,Contained,NCIIPC
8503,2024-09-06 20:45:35,Andhra Pradesh,Visakhapatnam,Education,LIC,Data Breach,6,High,HRMS,SentinelOne,Finance Manager,72.22,499,177,3956178,769,Backup Restored,Ongoing Investigation,NCIIPC
8504,2024-12-16 12:21:11,Delhi,New Delhi,Government,Reliance Retail,XSS,10,High,Cloud Infrastructure,Microsoft Sentinel,HR Executive,42.02,504,17,2531316,367,Patch Applied,Recovered,CERT-In
8505,2025-11-30 01:46:13,Delhi,New Delhi,Insurance,Wipro,Insider Threat,4,Medium,File Server,IBM QRadar,Employee,8.61,717,48,8363011,4933,Firewall Rules Updated,Mitigated,State Cyber Crime Cell
8506,2025-03-10 09:18:03,Kerala,Thiruvananthapuram,Manufacturing,BSNL,Zero-Day Exploit,8,High,Database Server,Microsoft Sentinel,Finance Manager,12.54,312,174,8198869,3932,Endpoint Isolation,Contained,CERT-In
8507,2024-07-07 07:29:16,West Bengal,Kolkata,Energy,Reliance Retail,XSS,4,High,File Server,Palo Alto Cortex XDR,Database Administrator,17.33,529,286,4380008,1400,Threat Hunting,Contained,CERT-In
8508,2025-03-20 21:12:51,Gujarat,Vadodara,Education,TCS,Brute Force,10,High,HRMS,Fortinet FortiGate,Security Analyst,17.41,595,42,2983919,3519,Endpoint Isolation,Recovered,NCIIPC
8509,2024-01-20 01:08:15,Delhi,New Delhi,Energy,ICICI Bank,DDoS,5,High,ATM Network,Microsoft Sentinel,System Administrator,66.07,51,208,9142637,3935,Firewall Rules Updated,Ongoing Investigation,State Cyber Crime Cell
8510,2024-10-24 08:36:59,West Bengal,Kolkata,Telecommunications,HDFC Bank,Phishing,5,High,ATM Network,SentinelOne,Security Analyst,58.82,186,78,8934463,4534,Password Reset,Ongoing Investigation,NCIIPC
8511,2024-10-03 22:08:04,Telangana,Karimnagar,Banking,HDFC Bank,Credential Theft,3,Medium,VPN Gateway,Sophos Intercept X,HR Executive,28.27,471,48,3769294,765,Firewall Rules Updated,Mitigated,NCIIPC
8512,2025-12-19 01:36:14,Andhra Pradesh,Kakinada,Insurance,Apollo Hospitals,DDoS,1,Medium,File Server,Cisco Secure Endpoint,Finance Manager,62.88,318,33,5693230,7884,Endpoint Isolation,Resolved,State Cyber Crime Cell
8513,2024-01-29 20:59:55,Gujarat,Vadodara,Telecommunications,LIC,Insider Threat,2,Medium,VPN Gateway,Microsoft Defender XDR,Database Administrator,31.35,236,259,4809937,8540,Patch Applied,Mitigated,CERT-In
8514,2025-09-22 04:53:39,Karnataka,Mangaluru,Education,Airtel,Phishing,10,High,Database Server,Splunk Enterprise Security,Employee,69.94,699,90,3014041,8926,Password Reset,Recovered,CERT-In
8515,2024-04-26 09:57:22,Telangana,Karimnagar,Government,Reliance Retail,Credential Theft,7,High,ERP System,Fortinet FortiGate,Finance Manager,27.11,367,35,2107386,187,Endpoint Isolation,Contained,CERT-In
8516,2024-05-01 00:08:08,Telangana,Warangal,Energy,Reliance Retail,Business Email Compromise,1,Medium,VPN Gateway,IBM QRadar,HR Executive,8.22,615,79,1699682,8161,Threat Hunting,Ongoing Investigation,Internal SOC
8517,2024-10-30 18:17:29,Tamil Nadu,Madurai,Government,TCS,Ransomware,8,High,HRMS,Cisco Secure Endpoint,Network Engineer,54.17,414,37,3790155,257,Network Isolation,Ongoing Investigation,CERT-In
