Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency,Severity_Norm,Loss_Norm,Data_Norm,Users_Norm,Response_Norm,TSI_Score
8738,2024-10-10 03:55:15,Tamil Nadu,Chennai,Government,Tech Mahindra,Business Email Compromise,5,High,HRMS,Cisco Secure Endpoint,Employee,12.37,478,92,5956693,7368,MFA Enabled,Recovered,CERT-In,0.5,0.5936476178491552,0.1627005347593583,0.7366419851911147,0.29491525423728815,0.46
8739,2025-06-15 16:31:19,Kerala,Kochi,IT Services,SBI,SQL Injection,7,High,ATM Network,Palo Alto Cortex XDR,System Administrator,43.88,22,284,6399944,3467,MFA Enabled,Resolved,NCIIPC,0.7,0.6381988420426717,0.5839572192513369,0.3463077846708025,0.9457627118644067,0.65
8740,2025-11-07 14:42:54,Kerala,Thiruvananthapuram,Manufacturing,Infosys,Insider Threat,3,High,Database Server,Microsoft Defender XDR,System Administrator,36.66,627,85,1298579,3748,MFA Enabled,Recovered,CERT-In,0.3,0.12545988418818554,0.48743315508021384,0.37442465479287573,0.2711864406779661,0.3
8741,2025-06-08 07:11:11,Odisha,Bhubaneswar,Insurance,HDFC Bank,Zero-Day Exploit,2,High,HRMS,Splunk Enterprise Security,Network Engineer,56.32,383,133,8349345,1686,Endpoint Isolation,Mitigated,CERT-In,0.2,0.8341334276252548,0.7502673796791444,0.1681008605163098,0.43389830508474575,0.49
8742,2025-02-10 19:25:09,Odisha,Bhubaneswar,Insurance,HDFC Bank,Business Email Compromise,5,High,ATM Network,Cisco Secure Endpoint,Employee,72.5,349,176,5392817,1870,Network Isolation,Ongoing Investigation,CERT-In,0.5,0.5369723568946545,0.9665775401069518,0.18651190714428656,0.5796610169491525,0.58
8743,2024-07-04 16:38:13,Kerala,Thiruvananthapuram,Banking,Wipro,Zero-Day Exploit,9,High,Email Server,Palo Alto Cortex XDR,System Administrator,57.57,218,68,360060,7496,Threat Hunting,Recovered,NCIIPC,0.9,0.031129199364293408,0.7669786096256684,0.7494496698018811,0.2135593220338983,0.57
8744,2025-09-28 09:55:50,Tamil Nadu,Madurai,Energy,SBI,Credential Theft,5,High,File Server,Palo Alto Cortex XDR,Network Engineer,69.59,480,245,9009904,9844,Password Reset,Contained,State Cyber Crime Cell,0.5,0.9005263113458671,0.9276737967914439,0.9843906343806283,0.8135593220338984,0.77
8745,2024-01-27 13:13:59,Karnataka,Hubballi,Energy,Infosys,SQL Injection,9,High,VPN Gateway,Fortinet FortiGate,System Administrator,67.74,63,84,3220706,9992,MFA Enabled,Mitigated,CERT-In,0.9,0.31865315595838234,0.9029411764705881,0.9991995197118271,0.2677966101694915,0.7
8746,2024-08-06 22:28:19,Odisha,Bhubaneswar,Retail,HDFC Bank,Credential Theft,4,High,Payment Gateway,Fortinet FortiGate,Finance Manager,66.47,362,261,903096,64,Firewall Rules Updated,Ongoing Investigation,State Cyber Crime Cell,0.4,0.08570982880709328,0.8859625668449198,0.005803482089253552,0.8677966101694915,0.43
8747,2025-03-24 00:57:58,West Bengal,Kolkata,Government,Apollo Hospitals,Ransomware,6,High,Email Server,Fortinet FortiGate,Network Engineer,15.52,496,35,9486512,5966,Patch Applied,Resolved,CERT-In,0.6,0.948430252590046,0.20481283422459895,0.5963578146888133,0.1016949152542373,0.56
8748,2025-02-06 13:29:45,Kerala,Thiruvananthapuram,Banking,Reliance Retail,Zero-Day Exploit,6,High,ERP System,Fortinet FortiGate,HR Executive,32.94,389,17,6728752,6790,Threat Hunting,Ongoing Investigation,NCIIPC,0.6,0.6712473832182626,0.4377005347593582,0.6788072843706223,0.04067796610169491,0.54
8749,2024-02-09 12:57:19,Gujarat,Surat,IT Services,NPCI,Zero-Day Exploit,8,High,VPN Gateway,Microsoft Defender XDR,Employee,5.04,476,291,1295336,9346,Backup Restored,Mitigated,NCIIPC,0.8,0.1251339297739607,0.06470588235294118,0.9345607364418651,0.9694915254237289,0.51
8750,2025-10-13 12:30:27,Maharashtra,Mumbai,Banking,Wipro,Insider Threat,7,High,ERP System,Fortinet FortiGate,Finance Manager,30.18,311,166,5585378,1282,Firewall Rules Updated,Mitigated,State Cyber Crime Cell,0.7,0.5563266917566803,0.40080213903743317,0.12767660596357816,0.5457627118644067,0.53
8751,2024-09-13 04:55:22,West Bengal,Kolkata,Banking,TCS,Data Breach,2,Medium,Payment Gateway,SentinelOne,Finance Manager,48.97,90,195,6377775,1589,MFA Enabled,Contained,CERT-In,0.2,0.6359706325425328,0.6520053475935829,0.15839503702221333,0.6440677966101694,0.44
8752,2024-11-20 01:42:00,Telangana,Warangal,Healthcare,Apollo Hospitals,Business Email Compromise,2,Medium,Email Server,CrowdStrike Falcon,Security Analyst,66.19,696,51,9019820,965,Endpoint Isolation,Ongoing Investigation,State Cyber Crime Cell,0.2,0.9015229699864633,0.8822192513368984,0.09595757454472684,0.15593220338983052,0.5
8753,2025-08-14 03:34:02,Karnataka,Bengaluru,Banking,Reliance Retail,Insider Threat,7,High,VPN Gateway,Fortinet FortiGate,Database Administrator,10.29,571,11,2851509,1078,Password Reset,Mitigated,NCIIPC,0.7,0.2815451103621541,0.13489304812834224,0.1072643586151691,0.020338983050847456,0.36
8754,2025-02-17 08:00:42,Tamil Nadu,Coimbatore,Healthcare,NIC,Insider Threat,10,High,HRMS,Fortinet FortiGate,System Administrator,50.45,557,55,1940208,5520,Threat Hunting,Recovered,State Cyber Crime Cell,1.0,0.18995011078228657,0.6717914438502675,0.5517310386231739,0.1694915254237288,0.6
8755,2025-11-15 05:23:18,Odisha,Cuttack,IT Services,Reliance Retail,XSS,8,High,Cloud Infrastructure,Microsoft Sentinel,System Administrator,7.18,259,113,2465067,5180,Backup Restored,Ongoing Investigation,NCIIPC,0.8,0.24270376724100845,0.09331550802139037,0.5177106263758255,0.36610169491525424,0.45
8756,2024-12-12 03:06:01,West Bengal,Kolkata,Manufacturing,TCS,Ransomware,9,High,File Server,Microsoft Sentinel,Network Engineer,33.6,441,293,2240577,4292,Threat Hunting,Recovered,CERT-In,0.9,0.2201402438215406,0.446524064171123,0.42885731438863317,0.976271186440678,0.6
8757,2025-01-01 12:06:03,Tamil Nadu,Coimbatore,Education,Tech Mahindra,Malware,4,High,Web Application,Microsoft Defender XDR,Database Administrator,57.49,620,270,3878796,9316,Firewall Rules Updated,Resolved,State Cyber Crime Cell,0.4,0.3847978801203388,0.7659090909090909,0.9315589353612167,0.8983050847457628,0.57
8758,2025-03-27 03:49:46,Kerala,Thiruvananthapuram,Government,TCS,Data Breach,10,High,Payment Gateway,Splunk Enterprise Security,HR Executive,68.82,53,64,9627190,4487,Threat Hunting,Mitigated,State Cyber Crime Cell,1.0,0.9625698193752209,0.9173796791443849,0.44836902141284773,0.2,0.84
8759,2025-01-15 10:42:34,Andhra Pradesh,Tirupati,Banking,Infosys,Ransomware,3,Low,ATM Network,SentinelOne,System Administrator,5.51,21,35,7923629,4743,Firewall Rules Updated,Ongoing Investigation,Internal SOC,0.3,0.7913446488999566,0.07098930481283422,0.47398439063438064,0.1016949152542373,0.37
8760,2025-04-19 05:47:09,Karnataka,Bengaluru,Telecommunications,Reliance Retail,Data Breach,3,High,HRMS,Fortinet FortiGate,System Administrator,72.87,627,250,4347024,922,MFA Enabled,Ongoing Investigation,NCIIPC,0.3,0.4318595463132676,0.971524064171123,0.09165499299579748,0.8305084745762712,0.5
8761,2025-05-13 10:32:46,Tamil Nadu,Madurai,Government,Airtel,Business Email Compromise,6,High,Payment Gateway,IBM QRadar,HR Executive,28.9,597,109,4315627,1349,Network Isolation,Ongoing Investigation,NCIIPC,0.6,0.42870382915526045,0.3836898395721925,0.13438062837702622,0.3525423728813559,0.44
8762,2025-03-28 08:13:49,Tamil Nadu,Chennai,Manufacturing,NPCI,Business Email Compromise,6,High,Database Server,Cisco Secure Endpoint,System Administrator,55.16,377,148,5658749,565,MFA Enabled,Resolved,CERT-In,0.6,0.5637012219219872,0.73475935828877,0.055933560136081646,0.4847457627118644,0.55
8763,2024-08-12 07:14:20,Maharashtra,Nagpur,Healthcare,TCS,Credential Theft,9,High,Database Server,Palo Alto Cortex XDR,Security Analyst,43.27,636,254,3291735,8679,Patch Applied,Resolved,NCIIPC,0.9,0.32579229135399634,0.5758021390374332,0.8678206924154492,0.8440677966101695,0.68
8764,2025-06-22 07:53:36,Telangana,Nizamabad,Healthcare,BSNL,Brute Force,4,High,Database Server,Microsoft Defender XDR,System Administrator,32.69,701,60,9646813,1150,Firewall Rules Updated,Contained,CERT-In,0.4,0.9645421300352067,0.43435828877005345,0.11446868120872523,0.1864406779661017,0.5
8765,2024-12-08 05:37:31,Delhi,New Delhi,Retail,SBI,Insider Threat,5,Medium,Web Application,CrowdStrike Falcon,System Administrator,19.19,71,28,1224204,2204,Endpoint Isolation,Contained,CERT-In,0.5,0.11798444183296741,0.2538770053475936,0.21993195917550531,0.07796610169491526,0.29
8766,2025-08-31 16:27:46,Odisha,Cuttack,Government,Apollo Hospitals,Business Email Compromise,7,High,Payment Gateway,Fortinet FortiGate,Database Administrator,72.03,34,166,7237568,9500,Endpoint Isolation,Recovered,Internal SOC,0.7,0.7223885553515423,0.9602941176470589,0.9499699819891935,0.5457627118644067,0.77
8767,2024-04-06 15:14:00,Maharashtra,Mumbai,Banking,BSNL,Brute Force,1,Medium,ERP System,IBM QRadar,Database Administrator,68.07,601,177,2774943,1821,Network Isolation,Resolved,Internal SOC,0.1,0.27384945026978935,0.9073529411764705,0.18160896537922755,0.5830508474576271,0.36
8768,2024-09-06 13:50:46,Andhra Pradesh,Kakinada,Manufacturing,BSNL,Business Email Compromise,8,High,Payment Gateway,Splunk Enterprise Security,Database Administrator,17.24,599,274,3485637,9851,Network Isolation,Recovered,CERT-In,0.8,0.3452814103262519,0.22780748663101605,0.9850910546327797,0.911864406779661,0.6
8769,2024-04-23 15:39:06,Karnataka,Mysuru,Education,HDFC Bank,Phishing,8,High,Payment Gateway,IBM QRadar,Database Administrator,5.73,116,299,659253,9542,Patch Applied,Ongoing Investigation,NCIIPC,0.8,0.06120113246795435,0.07393048128342247,0.9541725035021013,0.9966101694915255,0.51
8770,2025-08-07 21:02:31,Maharashtra,Nashik,IT Services,Wipro,XSS,3,Medium,Cloud Infrastructure,Fortinet FortiGate,Network Engineer,62.44,511,16,7954870,7464,MFA Enabled,Resolved,Internal SOC,0.3,0.7944846864746709,0.8320855614973262,0.7462477486491895,0.03728813559322034,0.55
8771,2025-04-28 07:22:22,Delhi,New Delhi,Banking,Apollo Hospitals,XSS,8,High,ERP System,SentinelOne,System Administrator,25.4,198,168,7116689,1031,Firewall Rules Updated,Resolved,Internal SOC,0.8,0.7102389890126325,0.33689839572192515,0.10256153692215329,0.5525423728813559,0.59
8772,2025-06-12 14:28:53,Karnataka,Hubballi,Retail,Infosys,Data Breach,1,Medium,Payment Gateway,Palo Alto Cortex XDR,HR Executive,74.67,710,218,7432612,3514,Threat Hunting,Recovered,NCIIPC,0.1,0.7419924569143143,0.9955882352941177,0.3510106063638183,0.7220338983050848,0.53
8773,2024-03-10 06:01:21,Odisha,Bhubaneswar,Telecommunications,Wipro,Credential Theft,8,High,Email Server,Palo Alto Cortex XDR,Security Analyst,19.79,450,239,7926886,9800,Backup Restored,Mitigated,Internal SOC,0.8,0.7916720104562719,0.26189839572192514,0.9799879927956774,0.7932203389830509,0.71
8774,2025-01-15 23:55:37,Andhra Pradesh,Visakhapatnam,Retail,Wipro,Insider Threat,9,High,Database Server,Palo Alto Cortex XDR,Finance Manager,70.07,667,66,4745577,7003,Endpoint Isolation,Contained,Internal SOC,0.9,0.4719181678527534,0.934090909090909,0.7001200720432259,0.20677966101694914,0.71
8775,2024-07-09 13:41:19,West Bengal,Kolkata,Banking,ICICI Bank,DDoS,5,High,ATM Network,SentinelOne,Finance Manager,32.07,575,150,5833039,694,Patch Applied,Recovered,CERT-In,0.5,0.5812191358458995,0.42606951871657756,0.06884130478286972,0.4915254237288136,0.46
8776,2025-03-23 19:09:46,Karnataka,Hubballi,Manufacturing,ICICI Bank,Credential Theft,6,High,VPN Gateway,Fortinet FortiGate,HR Executive,50.09,473,201,9534844,5662,Endpoint Isolation,Mitigated,Internal SOC,0.6,0.9532881091266834,0.6669786096256685,0.565939563738243,0.6644067796610169,0.7
8777,2024-05-31 11:03:16,Odisha,Bhubaneswar,Manufacturing,HDFC Bank,Ransomware,5,High,ATM Network,Splunk Enterprise Security,Security Analyst,4.47,716,92,2755325,9029,Endpoint Isolation,Resolved,NCIIPC,0.5,0.2718776421605501,0.0570855614973262,0.9028417050230139,0.29491525423728815,0.37
8778,2024-08-25 19:13:30,Odisha,Bhubaneswar,Healthcare,TCS,Business Email Compromise,1,Medium,Web Application,Sophos Intercept X,HR Executive,12.57,213,289,942497,6517,Firewall Rules Updated,Resolved,State Cyber Crime Cell,0.1,0.08967002920020858,0.16537433155080217,0.651490894536722,0.9627118644067797,0.25
8779,2024-04-24 23:03:03,Gujarat,Vadodara,Insurance,Tech Mahindra,Credential Theft,4,High,ATM Network,Cisco Secure Endpoint,Network Engineer,45.54,684,37,9622262,8149,MFA Enabled,Contained,State Cyber Crime Cell,0.4,0.9620745053594022,0.6061497326203208,0.8147888733239944,0.10847457627118644,0.59
8780,2025-06-30 20:27:54,Gujarat,Ahmedabad,Manufacturing,BSNL,DDoS,2,Medium,Payment Gateway,Sophos Intercept X,Security Analyst,67.43,233,20,9593224,3822,Patch Applied,Ongoing Investigation,Internal SOC,0.2,0.9591558916436264,0.8987967914438504,0.3818290974584751,0.05084745762711865,0.53
8781,2024-02-16 13:51:25,Gujarat,Vadodara,Banking,Apollo Hospitals,Phishing,4,Medium,Web Application,SentinelOne,System Administrator,54.1,26,63,1090718,4122,Firewall Rules Updated,Ongoing Investigation,State Cyber Crime Cell,0.4,0.10456774404165783,0.7205882352941176,0.41184710826495896,0.19661016949152543,0.37
8782,2025-08-02 01:51:28,Delhi,New Delhi,Government,LIC,Brute Force,9,High,VPN Gateway,CrowdStrike Falcon,Employee,35.87,221,271,2443250,9283,MFA Enabled,Contained,NCIIPC,0.9,0.24051093731342804,0.47687165775401064,0.9282569541725035,0.9016949152542373,0.65
8783,2024-12-22 16:36:49,Karnataka,Mysuru,Education,HDFC Bank,XSS,9,High,HRMS,Splunk Enterprise Security,Finance Manager,68.28,583,26,6113813,2921,Password Reset,Ongoing Investigation,CERT-In,0.9,0.6094397725093484,0.9101604278074866,0.2916750050030018,0.0711864406779661,0.69
8784,2025-06-03 23:44:52,Kerala,Kochi,Insurance,SBI,Data Breach,8,High,ATM Network,Cisco Secure Endpoint,Network Engineer,16.84,35,135,5745109,5375,Password Reset,Mitigated,Internal SOC,0.8,0.5723812784167319,0.22245989304812835,0.53722233340004,0.4406779661016949,0.57
8785,2025-09-06 02:13:40,Tamil Nadu,Coimbatore,Insurance,ICICI Bank,Business Email Compromise,2,Medium,Email Server,Sophos Intercept X,System Administrator,18.65,615,27,3509353,3750,Backup Restored,Contained,Internal SOC,0.2,0.34766510902737935,0.24665775401069517,0.37462477486491896,0.07457627118644068,0.25
8786,2024-12-29 02:20:36,Maharashtra,Pune,Manufacturing,NIC,Insider Threat,6,High,VPN Gateway,Cisco Secure Endpoint,Database Administrator,16.17,331,63,8943532,5574,Network Isolation,Mitigated,CERT-In,0.6,0.8938552517156078,0.2135026737967915,0.557134280568341,0.19661016949152543,0.55
8787,2025-10-06 13:10:19,Kerala,Kochi,Education,Reliance Retail,Brute Force,10,High,Email Server,Cisco Secure Endpoint,HR Executive,61.03,637,17,6971840,6236,Network Isolation,Resolved,Internal SOC,1.0,0.6956801943946695,0.8132352941176471,0.6233740244146488,0.04067796610169491,0.75
8788,2024-05-07 07:33:51,Karnataka,Mysuru,Education,LIC,Brute Force,9,High,Payment Gateway,Splunk Enterprise Security,Database Administrator,56.31,587,259,8192016,7346,Backup Restored,Mitigated,Internal SOC,0.9,0.8183202663438549,0.7501336898395722,0.7344406643986392,0.8610169491525423,0.83
8789,2024-02-08 16:32:59,Maharashtra,Nashik,Retail,Infosys,Business Email Compromise,3,Medium,VPN Gateway,Cisco Secure Endpoint,Network Engineer,10.93,268,50,1597045,5686,Patch Applied,Mitigated,State Cyber Crime Cell,0.3,0.15545874641329532,0.14344919786096258,0.5683410046027617,0.15254237288135594,0.24
8790,2024-11-13 06:41:50,Kerala,Kochi,Healthcare,Tech Mahindra,Ransomware,1,Medium,Payment Gateway,Cisco Secure Endpoint,Database Administrator,41.01,98,285,3691004,5880,Network Isolation,Ongoing Investigation,CERT-In,0.1,0.3659228781603909,0.5455882352941176,0.5877526515909546,0.9491525423728814,0.39
8791,2024-06-29 01:03:54,Telangana,Hyderabad,IT Services,Reliance Retail,Insider Threat,8,High,Database Server,SentinelOne,Finance Manager,68.96,402,226,1695005,2601,Password Reset,Ongoing Investigation,CERT-In,0.8,0.16530472064008078,0.9192513368983957,0.25965579347608564,0.7491525423728813,0.61
8792,2025-08-18 01:02:15,Delhi,New Delhi,IT Services,Airtel,Business Email Compromise,6,High,Email Server,Microsoft Defender XDR,Finance Manager,50.53,122,44,2847357,3861,MFA Enabled,Recovered,State Cyber Crime Cell,0.6,0.281127792222203,0.6728609625668449,0.385731438863318,0.13220338983050847,0.47
8793,2024-12-24 19:51:53,Odisha,Bhubaneswar,Retail,Tech Mahindra,Insider Threat,7,High,ATM Network,CrowdStrike Falcon,Database Administrator,35.97,642,232,4882990,9790,Patch Applied,Resolved,CERT-In,0.7,0.4857295690004185,0.47820855614973257,0.9789873924354613,0.7694915254237288,0.64
8794,2024-10-03 04:41:09,Maharashtra,Mumbai,Government,Tech Mahindra,Brute Force,1,Medium,Database Server,Microsoft Defender XDR,System Administrator,10.93,280,296,7700196,8476,Network Isolation,Recovered,NCIIPC,0.1,0.7688873647083135,0.14344919786096258,0.8475085051030619,0.9864406779661017,0.44
8795,2024-08-22 14:32:58,Delhi,New Delhi,Insurance,HDFC Bank,Zero-Day Exploit,1,Medium,Cloud Infrastructure,IBM QRadar,Network Engineer,64.97,648,212,5592771,5917,MFA Enabled,Mitigated,Internal SOC,0.1,0.5570697632905576,0.8659090909090909,0.5914548729237542,0.7016949152542373,0.48
8796,2024-12-21 05:13:22,Delhi,New Delhi,Energy,BSNL,XSS,6,High,Payment Gateway,Palo Alto Cortex XDR,System Administrator,24.83,711,64,4412118,3535,Network Isolation,Mitigated,State Cyber Crime Cell,0.6,0.4384021539727039,0.32927807486631017,0.35311186712027215,0.2,0.44
8797,2024-03-03 23:58:06,Karnataka,Bengaluru,IT Services,TCS,Data Breach,4,High,Web Application,Fortinet FortiGate,Employee,26.47,664,227,9215344,9891,Network Isolation,Recovered,NCIIPC,0.4,0.921175116420906,0.3512032085561497,0.9890934560736442,0.752542372881356,0.61
8798,2024-03-04 05:11:48,Maharashtra,Mumbai,Telecommunications,Infosys,Brute Force,10,High,Database Server,CrowdStrike Falcon,Employee,27.38,535,245,930825,2654,MFA Enabled,Mitigated,State Cyber Crime Cell,1.0,0.08849687473741724,0.3633689839572193,0.26495897538523117,0.8135593220338984,0.55
8799,2025-09-07 11:57:15,Telangana,Hyderabad,Insurance,HDFC Bank,DDoS,5,High,HRMS,Splunk Enterprise Security,Finance Manager,60.71,689,68,4794895,607,Firewall Rules Updated,Mitigated,State Cyber Crime Cell,0.5,0.47687512739661425,0.8089572192513369,0.06013608164898939,0.2135593220338983,0.48
8800,2025-10-09 15:24:54,Telangana,Karimnagar,Energy,NPCI,DDoS,6,High,Database Server,IBM QRadar,HR Executive,11.97,494,69,4395434,8367,Firewall Rules Updated,Mitigated,State Cyber Crime Cell,0.6,0.43672524264155144,0.1573529411764706,0.836601961176706,0.21694915254237288,0.46
8801,2024-06-11 10:08:48,Kerala,Thiruvananthapuram,Government,Airtel,Brute Force,2,Medium,Database Server,Microsoft Sentinel,Network Engineer,21.64,606,107,901810,8514,Endpoint Isolation,Mitigated,State Cyber Crime Cell,0.2,0.08558057275507566,0.2866310160427808,0.8513107864718832,0.34576271186440677,0.27
8802,2025-07-07 14:17:35,Kerala,Thiruvananthapuram,Education,Wipro,Ransomware,3,Medium,Web Application,Splunk Enterprise Security,Employee,57.25,31,250,1760406,6240,MFA Enabled,Contained,State Cyber Crime Cell,0.3,0.1718781849153564,0.7627005347593583,0.6237742645587352,0.8305084745762712,0.45
8803,2024-11-07 17:01:59,Tamil Nadu,Madurai,Manufacturing,NIC,Business Email Compromise,9,High,VPN Gateway,Microsoft Sentinel,HR Executive,5.49,305,185,2683919,1369,Password Reset,Ongoing Investigation,CERT-In,0.9,0.2647006144386448,0.07072192513368984,0.13638182909745847,0.6101694915254238,0.47
8804,2024-12-02 01:11:52,Andhra Pradesh,Vijayawada,IT Services,Apollo Hospitals,DDoS,8,High,VPN Gateway,Microsoft Defender XDR,System Administrator,54.4,703,133,6836807,8243,Password Reset,Resolved,Internal SOC,0.8,0.6821080074023714,0.7245989304812834,0.824194516710026,0.43389830508474575,0.72
8805,2024-10-14 01:47:33,Telangana,Nizamabad,Healthcare,Apollo Hospitals,DDoS,4,High,VPN Gateway,Splunk Enterprise Security,Network Engineer,46.33,516,122,9099838,1694,Endpoint Isolation,Contained,CERT-In,0.4,0.9095655911142595,0.616711229946524,0.16890134080448269,0.39661016949152544,0.55
8806,2025-07-12 17:15:54,Maharashtra,Mumbai,Government,NIC,Credential Theft,4,High,HRMS,Fortinet FortiGate,Security Analyst,72.65,600,253,8692265,3012,Firewall Rules Updated,Ongoing Investigation,State Cyber Crime Cell,0.4,0.8686003680279627,0.9685828877005348,0.3007804682809686,0.8406779661016949,0.67
8807,2025-09-11 19:01:18,Andhra Pradesh,Tirupati,Retail,Reliance Retail,Malware,1,Medium,VPN Gateway,Cisco Secure Endpoint,Network Engineer,37.71,448,191,9417661,5212,Backup Restored,Resolved,CERT-In,0.1,0.9415100282996376,0.5014705882352941,0.5209125475285171,0.6305084745762712,0.49
8808,2024-09-03 18:27:13,Gujarat,Vadodara,Energy,NIC,XSS,1,Medium,ERP System,Splunk Enterprise Security,Employee,37.57,194,259,8643568,5868,Patch Applied,Recovered,CERT-In,0.1,0.8637058252868258,0.4995989304812834,0.5865519311586952,0.8610169491525423,0.5
8809,2025-10-17 02:23:50,Karnataka,Hubballi,Government,Apollo Hospitals,DDoS,2,Medium,Email Server,Sophos Intercept X,System Administrator,9.64,427,161,9665244,7200,Firewall Rules Updated,Resolved,Internal SOC,0.2,0.9663946325972104,0.12620320855614975,0.7198318991394836,0.5288135593220339,0.46
8810,2024-12-05 07:55:00,Karnataka,Bengaluru,Banking,ICICI Bank,Insider Threat,8,High,VPN Gateway,Palo Alto Cortex XDR,Employee,54.71,229,80,8718932,6788,Endpoint Isolation,Ongoing Investigation,Internal SOC,0.8,0.8712806721797154,0.7287433155080214,0.6786071642985791,0.2542372881355932,0.74
8811,2025-07-28 09:08:10,Tamil Nadu,Salem,Healthcare,SBI,SQL Injection,9,High,Database Server,Fortinet FortiGate,Security Analyst,23.93,563,163,9260007,7594,MFA Enabled,Contained,Internal SOC,0.9,0.9256642012197107,0.31724598930481285,0.7592555533319992,0.535593220338983,0.74
8812,2025-10-19 15:58:51,Karnataka,Mysuru,IT Services,Airtel,DDoS,8,High,ATM Network,Fortinet FortiGate,Employee,36.36,452,209,6806841,5810,Threat Hunting,Ongoing Investigation,Internal SOC,0.8,0.6790961202680325,0.4834224598930481,0.5807484490694417,0.6915254237288135,0.67
8813,2025-09-21 06:40:27,Tamil Nadu,Salem,Retail,Infosys,Phishing,7,High,ERP System,Splunk Enterprise Security,Employee,64.39,11,164,3521818,3944,Password Reset,Resolved,NCIIPC,0.7,0.3489179680385766,0.8581550802139037,0.3940364218531119,0.5389830508474577,0.6
8814,2024-05-25 15:23:18,Tamil Nadu,Coimbatore,Insurance,Wipro,Business Email Compromise,6,High,ERP System,Microsoft Defender XDR,Finance Manager,3.08,613,99,310244,1323,Patch Applied,Contained,NCIIPC,0.6,0.026122185766074286,0.038502673796791446,0.13177906744046428,0.31864406779661014,0.27
8815,2025-05-06 13:19:49,West Bengal,Kolkata,IT Services,SBI,SQL Injection,6,High,Web Application,Fortinet FortiGate,Network Engineer,18.83,692,156,2812976,7294,Firewall Rules Updated,Ongoing Investigation,Internal SOC,0.6,0.27767215277864327,0.24906417112299464,0.7292375425255153,0.511864406779661,0.45
8816,2025-03-03 17:07:53,Maharashtra,Nashik,Retail,ICICI Bank,Business Email Compromise,2,High,ERP System,SentinelOne,System Administrator,45.09,709,258,7534719,1885,Patch Applied,Contained,CERT-In,0.2,0.7522552467303043,0.6001336898395723,0.18801280768461076,0.8576271186440678,0.48
8817,2025-01-12 15:49:47,Telangana,Hyderabad,Insurance,ICICI Bank,Data Breach,5,High,Email Server,Palo Alto Cortex XDR,HR Executive,22.38,41,177,9115596,200,Network Isolation,Mitigated,Internal SOC,0.5,0.9111494300471473,0.296524064171123,0.019411646988192914,0.5830508474576271,0.52
8818,2024-03-20 01:05:32,Gujarat,Ahmedabad,Retail,HDFC Bank,DDoS,8,High,ERP System,Microsoft Defender XDR,Network Engineer,21.06,701,204,3590850,5676,Patch Applied,Ongoing Investigation,State Cyber Crime Cell,0.8,0.3558563846660108,0.2788770053475936,0.5673404042425455,0.6745762711864407,0.55
8819,2025-03-28 03:47:56,Andhra Pradesh,Vijayawada,Retail,LIC,Zero-Day Exploit,9,High,VPN Gateway,CrowdStrike Falcon,Network Engineer,54.05,389,50,6139118,438,Firewall Rules Updated,Recovered,State Cyber Crime Cell,0.9,0.6119831818377356,0.7199197860962566,0.043225935561336803,0.15254237288135594,0.63
8820,2025-02-21 16:38:32,Gujarat,Vadodara,Healthcare,SBI,Business Email Compromise,9,High,Cloud Infrastructure,Splunk Enterprise Security,Network Engineer,56.02,278,166,9214643,7233,Network Isolation,Resolved,State Cyber Crime Cell,0.9,0.9211046588062369,0.7462566844919787,0.7231338803281969,0.5457627118644067,0.82
8821,2025-07-14 07:14:18,Delhi,New Delhi,Energy,Reliance Retail,Zero-Day Exploit,4,Medium,Email Server,Splunk Enterprise Security,System Administrator,10.23,197,62,6376045,2357,Firewall Rules Updated,Mitigated,Internal SOC,0.4,0.6357967499842199,0.13409090909090912,0.2352411446868121,0.19322033898305085,0.37
8822,2024-01-30 02:05:51,Delhi,New Delhi,Manufacturing,Wipro,Phishing,9,High,File Server,Splunk Enterprise Security,Network Engineer,69.4,211,194,2625908,1719,Firewall Rules Updated,Ongoing Investigation,CERT-In,0.9,0.2588699201667986,0.9251336898395722,0.171402841705023,0.6406779661016949,0.65
8823,2025-12-07 17:50:22,Gujarat,Surat,IT Services,Apollo Hospitals,Business Email Compromise,5,High,ATM Network,Microsoft Sentinel,Database Administrator,20.72,255,132,9283972,5529,Patch Applied,Recovered,Internal SOC,0.5,0.9280729269480174,0.27433155080213906,0.5526315789473685,0.43050847457627117,0.56
8824,2024-09-08 00:53:38,Gujarat,Ahmedabad,Education,NIC,Phishing,6,High,File Server,Cisco Secure Endpoint,System Administrator,13.58,326,227,3513950,205,Endpoint Isolation,Ongoing Investigation,State Cyber Crime Cell,0.6,0.34812715418377516,0.1788770053475936,0.01991194716830098,0.752542372881356,0.41
8825,2024-03-23 07:14:03,Maharashtra,Mumbai,Telecommunications,Apollo Hospitals,DDoS,1,Medium,File Server,Fortinet FortiGate,Network Engineer,25.2,716,82,4221691,8378,Network Isolation,Recovered,State Cyber Crime Cell,0.1,0.41926230776931395,0.3342245989304813,0.8377026215729437,0.26101694915254237,0.32
